,期数,红球_1,红球_2,红球_3,红球_4,红球_5,红球_6,蓝球
2831,07035,01,04,08,12,29,31,06
2832,07034,02,09,12,14,23,25,16
2833,07033,03,04,11,17,18,28,09
2834,07032,04,08,16,24,30,32,16
2835,07031,04,06,10,12,19,31,01
2836,07030,03,16,21,22,27,30,04
2837,07029,06,08,09,11,19,21,10
2838,07028,03,08,13,20,29,30,11
2839,07027,02,03,09,22,24,27,11
2840,07026,01,04,14,16,26,29,10
2841,07025,03,16,18,22,23,26,03
2842,07024,08,09,17,25,27,32,06
2843,07023,03,07,13,17,32,33,02
2844,07022,02,04,07,10,18,27,10
2845,07021,03,06,09,11,25,31,13
2846,07020,05,10,16,20,28,31,14
2847,07019,04,11,16,23,29,31,14
2848,07018,01,12,18,20,21,26,11
2849,07017,05,09,10,24,25,32,14
2850,07016,01,18,20,22,26,33,05
2851,07015,03,04,08,18,22,30,15
2852,07014,01,13,16,20,24,26,09
2853,07013,05,15,18,27,29,32,05
2854,07012,03,05,07,21,26,28,04
2855,07011,03,10,15,25,28,33,16
2856,07010,03,08,14,17,30,32,05
2857,07009,02,04,14,15,25,27,15
2858,07008,01,04,05,18,19,25,10
2859,07007,04,12,15,17,22,32,14
2860,07006,06,10,14,22,26,27,11
2861,07005,01,05,06,16,24,30,12
2862,07004,03,07,10,13,25,33,10
2863,07003,05,09,11,12,22,27,15
2864,07002,05,06,14,20,21,22,01
2865,07001,02,04,09,10,20,26,14
2866,06154,07,14,18,20,30,33,13
2867,06153,01,07,11,20,30,33,10
2868,06152,01,14,20,25,27,31,15
2869,06151,01,03,04,06,16,22,08
2870,06150,08,09,12,18,25,27,12
2871,06149,02,03,05,11,15,32,15
2872,06148,04,08,12,13,23,29,01
2873,06147,01,04,15,17,27,31,01
2874,06146,03,09,13,23,28,30,05
2875,06145,02,07,23,26,28,31,07
2876,06144,04,10,13,16,22,29,06
2877,06143,01,15,20,29,31,32,08
2878,06142,10,16,19,22,26,27,16
2879,06141,16,18,22,23,25,31,11
2880,06140,01,08,11,18,19,23,05
2881,06139,07,08,14,21,23,25,05
2882,06138,04,09,11,17,18,26,08
2883,06137,10,14,17,21,27,31,09
2884,06136,11,15,17,21,22,24,05
2885,06135,04,19,21,22,23,31,04
2886,06134,10,13,18,26,28,30,12
2887,06133,04,06,20,25,29,31,03
2888,06132,06,14,22,26,30,33,01
2889,06131,03,04,09,22,26,33,01
2890,06130,01,12,21,22,30,32,02
2891,06129,09,14,18,22,27,29,12
2892,06128,04,15,21,30,31,33,05
2893,06127,03,04,11,17,19,30,01
2894,06126,02,08,13,16,24,33,09
2895,06125,15,19,23,30,32,33,06
2896,06124,12,13,14,18,31,32,13
2897,06123,02,03,20,25,28,32,06
2898,06122,04,05,06,08,22,24,03
2899,06121,03,04,06,27,31,33,06
2900,06120,06,08,14,15,24,33,09
2901,06119,01,02,14,20,27,30,02
2902,06118,01,03,07,08,10,30,05
2903,06117,06,14,20,22,23,26,09
2904,06116,05,16,21,22,32,33,09
2905,06115,01,10,20,26,28,29,15
2906,06114,08,10,14,20,27,29,16
2907,06113,05,14,17,18,28,33,02
2908,06112,04,09,13,15,31,33,11
2909,06111,01,08,11,16,17,22,15
2910,06110,09,12,14,18,27,33,13
2911,06109,01,05,17,18,23,26,13
2912,06108,02,06,08,20,24,30,09
2913,06107,01,06,08,13,17,30,07
2914,06106,02,12,14,19,28,33,10
2915,06105,05,12,14,15,20,31,01
2916,06104,03,07,22,27,28,31,11
2917,06103,12,14,15,25,28,31,06
2918,06102,01,04,13,19,20,24,11
2919,06101,09,12,20,26,27,28,16
2920,06100,01,11,18,26,30,32,03
2921,06099,09,12,18,23,24,27,05
2922,06098,06,07,10,11,18,23,16
2923,06097,11,14,15,20,26,27,12
2924,06096,01,05,09,13,18,33,14
2925,06095,01,03,17,20,21,29,16
2926,06094,15,16,17,18,24,33,13
2927,06093,02,12,16,18,19,23,05
2928,06092,02,08,11,16,20,21,14
2929,06091,07,08,12,21,22,24,07
2930,06090,02,11,15,20,23,29,11
2931,06089,01,13,16,18,19,22,01
2932,06088,03,11,20,24,25,26,01
2933,06087,04,05,08,09,12,30,05
2934,06086,04,06,10,24,26,31,06
2935,06085,02,06,18,21,24,25,08
2936,06084,01,12,17,21,25,28,12
2937,06083,07,09,18,19,26,29,10
2938,06082,03,13,15,23,28,29,09
2939,06081,14,16,18,21,22,32,04
2940,06080,15,17,20,22,26,29,09
2941,06079,06,11,13,17,20,32,08
2942,06078,03,05,17,22,31,33,12
2943,06077,08,09,12,13,19,33,09
2944,06076,04,10,17,21,29,32,14
2945,06075,10,21,22,23,25,33,11
2946,06074,01,03,15,19,25,33,04
2947,06073,05,13,16,18,27,29,12
2948,06072,02,03,05,20,21,24,08
2949,06071,05,11,12,19,29,31,01
2950,06070,02,03,11,13,20,27,02
2951,06069,05,16,20,22,29,30,08
2952,06068,03,07,10,14,30,33,10
2953,06067,07,08,11,16,17,24,13
2954,06066,06,08,11,18,30,33,05
2955,06065,04,08,17,28,29,30,13
2956,06064,03,12,14,21,24,28,11
2957,06063,04,05,15,21,23,24,08
2958,06062,18,22,23,24,26,30,01
2959,06061,05,13,17,19,25,30,11
2960,06060,05,15,19,23,30,32,14
2961,06059,05,10,15,17,27,29,11
2962,06058,01,12,22,23,24,25,14
2963,06057,03,04,17,18,21,31,08
2964,06056,11,13,15,21,23,25,08
2965,06055,04,05,28,29,31,33,11
2966,06054,03,05,07,10,28,30,04
2967,06053,01,11,17,27,28,31,02
2968,06052,11,24,26,27,30,32,03
2969,06051,02,06,07,17,27,30,16
2970,06050,02,06,12,15,25,31,07
2971,06049,06,10,12,13,17,20,03
2972,06048,09,13,19,25,29,32,12
2973,06047,02,17,20,22,28,32,03
2974,06046,13,18,23,29,31,32,08
2975,06045,06,07,10,14,20,21,04
2976,06044,02,10,18,21,30,31,05
2977,06043,05,12,13,16,23,32,03
2978,06042,03,16,23,26,28,31,11
2979,06041,03,10,16,18,21,28,04
2980,06040,15,22,25,26,28,33,03
2981,06039,16,19,22,28,31,32,03
2982,06038,02,14,17,19,22,30,10
2983,06037,02,12,23,24,25,32,14
2984,06036,04,07,10,16,17,21,09
2985,06035,03,09,13,21,27,29,13
2986,06034,02,10,15,16,17,33,13
2987,06033,15,20,22,23,27,31,06
2988,06032,05,18,20,24,26,31,09
2989,06031,03,10,12,16,31,32,14
2990,06030,08,13,15,17,20,32,14
2991,06029,03,04,07,09,14,19,08
2992,06028,05,07,14,16,17,27,04
2993,06027,06,08,11,14,16,27,15
2994,06026,01,02,18,22,29,32,03
2995,06025,03,04,17,19,24,32,05
2996,06024,02,07,09,11,21,27,06
2997,06023,04,13,14,19,23,28,08
2998,06022,02,03,04,13,16,27,13
2999,06021,01,02,05,20,21,22,09
3000,06020,05,09,21,23,26,29,06
3001,06019,04,06,13,22,26,32,07
3002,06018,01,13,14,17,24,26,05
3003,06017,03,04,08,31,32,33,02
3004,06016,01,07,13,17,23,30,16
3005,06015,02,03,09,15,29,32,03
3006,06014,06,14,26,29,32,33,07
3007,06013,01,05,06,12,16,21,11
3008,06012,09,11,13,27,31,33,10
3009,06011,05,07,08,14,27,31,11
3010,06010,04,06,12,19,27,29,08
3011,06009,05,06,08,20,26,30,06
3012,06008,03,05,09,18,28,32,16
3013,06007,04,16,18,27,32,33,07
3014,06006,08,21,22,23,26,32,14
3015,06005,03,19,20,24,26,27,11
3016,06004,04,08,17,27,28,31,07
3017,06003,02,04,05,06,16,20,12
3018,06002,07,13,16,21,26,28,09
3019,06001,01,12,15,19,21,28,03
3020,05153,04,05,07,21,26,29,01
3021,05152,01,05,12,14,21,27,03
3022,05151,04,11,12,13,19,30,05
3023,05150,03,07,10,14,18,20,02
3024,05149,11,16,21,23,25,32,07
3025,05148,03,15,17,23,24,29,13
3026,05147,06,07,15,27,28,30,10
3027,05146,07,11,19,20,24,28,02
3028,05145,03,07,08,17,20,28,15
3029,05144,01,08,14,15,19,27,09
3030,05143,03,10,15,17,20,32,08
3031,05142,07,10,12,17,22,29,05
3032,05141,03,05,08,12,16,19,15
3033,05140,04,06,07,08,12,17,07
3034,05139,02,07,20,23,32,33,10
3035,05138,03,05,06,11,20,22,13
3036,05137,03,09,15,23,25,33,12
3037,05136,05,14,16,18,25,27,13
3038,05135,01,05,13,15,21,25,11
3039,05134,04,13,14,18,26,30,01
3040,05133,01,07,14,16,18,25,11
3041,05132,02,04,10,18,27,29,15
3042,05131,02,07,10,11,12,24,03
3043,05130,03,05,09,15,20,25,16
3044,05129,05,10,14,20,27,33,03
3045,05128,02,04,14,23,29,33,15
3046,05127,04,06,11,14,23,25,12
3047,05126,02,08,13,19,25,26,09
3048,05125,06,14,18,28,31,32,03
3049,05124,05,06,10,19,31,33,11
3050,05123,11,12,13,17,18,25,07
3051,05122,01,04,07,14,30,32,09
3052,05121,01,07,20,25,31,32,12
3053,05120,01,06,13,18,30,32,14
3054,05119,01,07,11,18,20,22,02
3055,05118,04,09,12,15,26,31,16
3056,05117,06,17,22,27,28,32,03
3057,05116,04,06,08,14,15,30,10
3058,05115,03,12,18,23,30,33,02
3059,05114,06,07,10,15,21,27,06
3060,05113,15,18,20,22,26,27,03
3061,05112,04,12,22,28,29,30,16
3062,05111,03,07,15,16,19,29,09
3063,05110,07,10,16,19,24,25,09
3064,05109,03,05,13,15,17,31,04
3065,05108,03,10,12,24,29,30,06
3066,05107,09,10,20,24,25,26,11
3067,05106,01,11,13,24,26,31,13
3068,05105,04,15,23,30,32,33,03
3069,05104,02,04,21,23,30,33,09
3070,05103,04,07,16,18,23,30,07
3071,05102,02,05,06,14,24,31,12
3072,05101,09,16,19,21,22,24,12
3073,05100,02,04,09,14,16,31,03
3074,05099,10,13,16,22,24,31,09
3075,05098,12,15,19,22,31,33,01
3076,05097,05,10,23,27,28,30,15
3077,05096,04,05,17,18,26,33,04
3078,05095,09,12,18,21,28,29,05
3079,05094,03,05,09,23,27,33,03
3080,05093,04,06,17,23,25,29,14
3081,05092,08,13,19,26,28,31,10
3082,05091,01,11,12,15,26,27,13
3083,05090,01,09,21,25,29,32,03
3084,05089,05,19,20,23,26,31,12
3085,05088,01,03,07,18,20,24,07
3086,05087,08,09,15,16,23,26,08
3087,05086,07,11,12,24,27,29,12
3088,05085,08,09,13,14,20,22,12
3089,05084,01,02,07,15,19,20,03
3090,05083,03,05,09,14,16,30,13
3091,05082,01,07,11,14,19,20,12
3092,05081,02,04,10,12,26,30,03
3093,05080,01,12,14,26,27,32,16
3094,05079,03,09,20,24,25,28,05
3095,05078,03,11,15,20,26,32,11
3096,05077,08,17,22,24,32,33,16
3097,05076,04,09,11,22,25,28,13
3098,05075,11,13,14,16,18,31,14
3099,05074,06,09,18,20,26,29,09
3100,05073,01,06,08,09,18,20,01
3101,05072,06,10,19,20,24,33,11
3102,05071,04,08,12,14,16,22,10
3103,05070,03,04,08,14,16,26,04
3104,05069,07,09,21,24,31,33,12
3105,05068,01,08,10,13,25,33,13
3106,05067,03,12,16,20,21,26,16
3107,05066,02,04,10,11,25,28,05
3108,05065,12,16,17,21,22,23,16
3109,05064,10,18,23,27,30,32,08
3110,05063,02,11,13,18,22,30,04
3111,05062,02,07,11,12,20,23,07
3112,05061,05,09,14,21,23,24,01
3113,05060,09,12,21,25,31,33,13
3114,05059,07,11,14,18,24,29,07
3115,05058,04,06,10,21,25,26,10
3116,05057,05,06,10,15,30,31,13
3117,05056,12,17,19,27,29,31,09
3118,05055,05,20,22,30,32,33,09
3119,05054,05,13,17,18,21,29,14
3120,05053,04,07,10,14,27,29,09
3121,05052,01,02,14,17,30,32,01
3122,05051,03,06,14,19,20,21,02
3123,05050,02,09,12,20,26,32,13
3124,05049,02,03,08,10,25,27,12
3125,05048,06,07,08,10,16,28,02
3126,05047,02,03,05,07,08,27,15
3127,05046,09,16,18,20,22,24,05
3128,05045,01,07,10,15,18,20,10
3129,05044,01,06,16,17,18,22,09
3130,05043,04,05,06,07,08,32,05
3131,05042,11,16,21,26,27,30,15
3132,05041,02,11,16,23,24,29,03
3133,05040,01,12,21,24,30,32,13
3134,05039,02,16,18,19,21,29,09
3135,05038,04,07,11,20,27,28,16
3136,05037,07,12,14,22,24,32,16
3137,05036,12,19,20,21,26,31,15
3138,05035,12,16,21,28,29,30,14
3139,05034,05,17,18,25,28,32,09
3140,05033,07,08,12,14,19,20,07
3141,05032,05,15,19,20,25,29,03
3142,05031,04,10,16,20,23,32,07
3143,05030,01,05,09,14,22,28,05
3144,05029,02,14,21,22,27,30,14
3145,05028,04,09,22,25,26,32,10
3146,05027,01,03,04,06,21,32,15
3147,05026,06,12,14,20,25,26,07
3148,05025,01,07,10,11,13,32,07
3149,05024,05,09,14,27,31,32,13
3150,05023,10,15,19,20,21,25,12
3151,05022,08,10,12,21,32,33,04
3152,05021,02,06,24,26,30,31,16
3153,05020,14,16,19,20,25,29,05
3154,05019,06,11,12,13,19,22,08
3155,05018,01,03,06,22,23,25,06
3156,05017,02,06,10,25,27,31,03
3157,05016,01,05,06,12,16,30,15
3158,05015,04,08,09,16,17,29,15
3159,05014,13,19,21,23,30,32,05
3160,05013,07,08,16,19,20,24,06
3161,05012,02,03,06,16,22,31,05
3162,05011,09,11,13,15,22,30,15
3163,05010,08,10,11,18,25,26,01
3164,05009,02,17,22,27,29,31,14
3165,05008,11,19,22,27,32,33,11
3166,05007,07,15,17,20,23,33,15
3167,05006,02,04,05,15,21,31,16
3168,05005,05,09,20,26,28,33,15
3169,05004,01,04,08,09,22,23,03
3170,05003,09,12,15,19,22,31,16
3171,05002,06,09,20,26,28,33,14
3172,05001,01,07,08,23,27,28,14
3173,04122,03,11,14,22,24,31,15
3174,04121,07,13,16,18,30,32,10
3175,04120,07,08,18,21,27,32,10
3176,04119,06,09,18,20,25,33,06
3177,04118,03,04,07,12,30,31,15
3178,04117,01,03,07,14,24,25,07
3179,04116,01,03,05,08,14,33,03
3180,04115,02,16,20,30,31,33,01
3181,04114,01,06,09,17,21,22,01
3182,04113,08,10,23,25,31,32,07
3183,04112,09,13,15,21,26,33,06
3184,04111,11,16,18,20,26,31,02
3185,04110,14,19,20,21,22,31,11
3186,04109,06,08,10,17,30,31,14
3187,04108,08,13,14,27,28,31,12
3188,04107,01,08,12,13,18,20,07
3189,04106,10,15,23,26,28,29,12
3190,04105,07,09,10,21,23,30,12
3191,04104,07,11,17,18,24,29,05
3192,04103,02,03,05,09,16,21,02
3193,04102,03,09,12,15,28,32,01
3194,04101,02,09,14,19,25,26,15
3195,04100,06,08,09,14,24,33,15
3196,04099,05,10,21,22,26,33,02
3197,04098,03,12,13,25,26,31,03
3198,04097,10,19,20,26,29,31,14
3199,04096,01,04,12,16,20,30,15
3200,04095,19,22,27,28,30,32,01
3201,04094,05,09,10,13,24,25,08
3202,04093,11,14,20,27,32,33,05
3203,04092,01,04,08,13,28,31,02
3204,04091,09,13,14,21,30,33,01
3205,04090,01,18,20,24,32,33,12
3206,04089,14,17,20,25,28,30,14
3207,04088,02,10,19,22,24,32,14
3208,04087,01,03,07,08,25,26,14
3209,04086,10,13,18,19,25,27,01
3210,04085,03,08,11,29,30,32,01
3211,04084,01,04,08,11,21,25,14
3212,04083,14,16,27,28,30,33,06
3213,04082,03,20,24,27,29,30,15
3214,04081,03,05,21,24,27,32,06
3215,04080,03,08,20,23,24,26,16
3216,04079,07,13,14,17,19,30,03
3217,04078,04,05,10,21,24,26,05
3218,04077,08,09,10,14,16,26,07
3219,04076,03,05,13,17,25,31,07
3220,04075,07,18,21,26,27,28,07
3221,04074,05,06,15,19,26,29,13
3222,04073,02,07,13,16,23,28,16
3223,04072,08,15,18,28,30,33,14
3224,04071,03,08,16,17,21,29,06
3225,04070,10,12,21,22,30,33,06
3226,04069,02,11,15,20,22,29,05
3227,04068,02,08,11,13,24,31,15
3228,04067,01,06,07,13,16,32,04
3229,04066,05,13,20,23,24,25,03
3230,04065,13,14,27,29,32,33,08
3231,04064,14,15,18,20,27,31,04
3232,04063,07,10,13,16,27,28,07
3233,04062,01,12,25,27,28,29,13
3234,04061,13,16,19,20,23,33,09
3235,04060,03,05,11,24,27,28,15
3236,04059,04,07,11,19,23,26,10
3237,04058,01,08,11,12,27,31,12
3238,04057,05,21,23,25,28,32,04
3239,04056,01,20,21,25,29,30,02
3240,04055,06,08,19,25,29,32,07
3241,04054,09,11,14,16,27,28,11
3242,04053,02,03,04,09,24,25,02
3243,04052,01,12,14,15,17,29,09
3244,04051,02,03,09,10,15,29,11
3245,04050,06,07,19,21,25,29,02
3246,04049,11,12,14,16,25,29,09
3247,04048,08,09,11,16,17,29,09
3248,04047,01,07,08,11,27,31,06
3249,04046,07,15,16,22,23,32,14
3250,04045,01,12,18,26,27,28,13
3251,04044,02,06,07,12,31,32,05
3252,04043,04,09,10,21,22,24,10
3253,04042,06,10,13,17,18,21,02
3254,04041,08,10,17,22,25,29,14
3255,04040,07,17,19,20,21,29,11
3256,04039,10,16,18,25,26,29,03
3257,04038,11,16,17,25,28,29,07
3258,04037,03,04,11,17,20,26,05
3259,04036,02,13,17,18,26,30,01
3260,04035,02,08,26,27,30,32,16
3261,04034,02,07,13,20,27,30,14
3262,04033,01,04,08,09,19,20,01
3263,04032,02,05,08,11,15,31,13
3264,04031,03,06,19,20,21,24,11
3265,04030,01,07,09,17,26,31,05
3266,04029,09,13,20,22,24,32,05
3267,04028,01,02,03,05,10,22,12
3268,04027,01,05,09,10,18,32,11
3269,04026,04,10,14,18,28,32,15
3270,04025,07,08,10,24,29,33,04
3271,04024,01,13,21,23,25,32,06
3272,04023,01,08,14,17,19,30,03
3273,04022,03,10,14,19,20,30,06
3274,04021,05,09,11,17,26,27,10
3275,04020,01,02,09,22,28,31,04
3276,04019,05,10,11,23,24,32,04
3277,04018,02,05,06,08,28,30,06
3278,04017,05,12,14,15,25,31,09
3279,04016,04,07,08,28,30,32,05
3280,04015,01,03,05,18,22,23,13
3281,04014,03,07,11,17,20,26,12
3282,04013,12,14,21,29,30,32,13
3283,04012,01,07,27,30,31,33,08
3284,04011,01,04,13,23,28,30,03
3285,04010,06,07,08,13,14,19,15
3286,04009,01,09,10,16,22,24,11
3287,04008,01,07,10,22,32,33,13
3288,04007,04,12,17,20,25,28,09
3289,04006,04,12,18,20,23,32,06
3290,04005,09,11,13,16,17,18,07
3291,04004,10,19,22,23,25,29,09
3292,04003,03,05,06,17,26,33,08
3293,04002,10,12,18,22,30,31,11
3294,04001,01,02,03,07,10,25,07
3295,03089,18,19,21,26,27,33,16
3296,03088,03,10,21,22,24,33,12
3297,03087,02,03,04,05,24,28,13
3298,03086,05,12,16,18,26,30,13
3299,03085,01,04,11,12,19,27,14
3300,03084,02,06,07,10,17,33,03
3301,03083,01,03,14,18,26,28,01
3302,03082,07,17,18,19,30,31,14
3303,03081,01,02,14,26,29,30,07
3304,03080,09,20,24,25,28,30,10
3305,03079,12,15,22,23,26,31,04
3306,03078,07,12,23,26,29,30,11
3307,03077,04,12,16,22,24,25,06
3308,03076,01,13,16,18,20,29,02
3309,03075,16,17,19,22,31,33,11
3310,03074,02,12,19,22,27,32,01
3311,03073,02,12,14,21,23,30,13
3312,03072,03,06,08,11,19,27,11
3313,03071,09,11,12,14,15,33,11
3314,03070,01,02,04,17,18,19,08
3315,03069,07,11,16,19,26,28,11
3316,03068,09,19,25,27,32,33,11
3317,03067,05,11,12,13,27,31,10
3318,03066,03,07,08,20,24,32,14
3319,03065,06,15,16,17,30,33,11
3320,03064,04,06,08,12,15,30,01
3321,03063,05,08,09,14,21,33,11
3322,03062,01,06,12,19,20,32,14
3323,03061,03,05,20,21,28,32,02
3324,03060,02,04,06,17,21,28,11
3325,03059,02,03,05,06,18,30,04
3326,03058,09,11,16,28,32,33,02
3327,03057,18,19,24,25,30,31,16
3328,03056,08,17,21,26,28,29,07
3329,03055,06,13,16,21,28,31,16
3330,03054,02,05,09,21,31,33,12
3331,03053,15,19,20,21,28,29,13
3332,03052,01,12,13,23,30,31,11
3333,03051,04,13,15,17,24,27,01
3334,03050,02,08,17,23,24,26,13
3335,03049,03,06,07,13,24,25,15
3336,03048,10,12,20,28,30,31,09
3337,03047,03,17,26,28,32,33,16
3338,03046,07,08,10,11,17,26,11
3339,03045,03,07,14,15,17,32,03
3340,03044,02,05,09,16,32,33,15
3341,03043,02,08,10,19,20,32,13
3342,03042,03,05,07,10,15,20,07
3343,03041,02,03,17,18,24,25,11
3344,03040,04,05,06,12,14,23,16
3345,03039,03,05,23,24,27,32,03
3346,03038,05,07,08,24,25,27,16
3347,03037,09,14,17,18,26,32,07
3348,03036,07,21,24,25,27,28,15
3349,03035,03,04,05,08,10,11,08
3350,03034,08,13,14,16,23,25,14
3351,03033,01,07,14,20,27,30,10
3352,03032,04,11,25,27,29,30,13
3353,03031,11,17,20,22,28,32,01
3354,03030,02,06,13,14,23,27,07
3355,03029,02,07,15,26,29,32,10
3356,03028,06,13,16,20,28,32,07
3357,03027,01,11,14,17,27,28,15
3358,03026,08,13,15,26,29,31,16
3359,03025,01,05,11,13,14,27,12
3360,03024,02,07,15,17,22,30,14
3361,03023,01,10,20,22,26,31,02
3362,03022,02,07,11,12,14,32,08
3363,03021,14,15,18,25,26,30,01
3364,03020,07,10,25,26,27,32,04
3365,03019,04,08,12,13,16,33,09
3366,03018,05,16,19,20,25,28,13
3367,03017,05,08,18,23,25,31,06
3368,03016,11,17,28,30,31,33,06
3369,03015,04,11,19,25,26,32,13
3370,03014,03,05,07,08,21,31,02
3371,03013,08,13,17,21,23,32,12
3372,03012,02,12,16,17,27,30,12
3373,03011,04,05,11,12,30,32,15
3374,03010,01,02,08,13,17,24,13
3375,03009,05,09,18,20,22,30,09
3376,03008,05,08,09,14,17,23,08
3377,03007,01,09,19,21,23,26,07
3378,03006,01,03,10,21,26,27,06
3379,03005,04,06,15,17,30,31,16
3380,03004,04,06,07,10,13,25,03
3381,03003,01,07,10,23,28,32,16
3382,03002,04,09,19,20,21,26,12
3383,03001,10,11,12,13,26,28,11
